gene,tissue,logFC,adj_p_value
LOC642361,Lungs,-0.7119165,0.00692
LOC642852,Lungs,-0.78453776,0.00805
LOC642947,Lungs,1.2289545,1.97e-14
LOC643327,Lungs,-1.1826966,0.000213
LOC643441,Lungs,0.9145475,5.9e-06
LOC643549///PCIF1,Lungs,0.59751669,0.00721
LOC646358///DNAJB14,Lungs,-1.9756714,2.63e-16
LOC646813,Lungs,-1.0349014,8.67e-10
LOC646903,Lungs,-0.8989645,8.35e-10
LOC647070,Lungs,0.81455266,0.00588
LOC654342///LOC645166,Lungs,-0.81741638,0.0187
LOC692247,Lungs,1.2756236,8.85e-13
LOC727983,Lungs,-1.7635152,0.019629
LOC728196///MIR34C,Lungs,-0.80341066,3.05e-09
LOC728392,Lungs,-0.94069838,0.00567
LOC728554///THOC3,Lungs,-1.1701741,1.32e-10
LOC728613///PDCD6,Lungs,1.02747,1.32e-16
LOC728715,Lungs,1.0930965,0.0254
LOC728743,Lungs,0.8800428,0.000413
LOC729173,Lungs,0.6023086,1.21e-08
LOC729218,Lungs,0.9337388,0.0102
LOC729867,Lungs,-1.0550551,0.000183
LOC730102,Lungs,-0.74522205,0.0151
LOC81691,Lungs,-0.6008109,7.75e-08
LOC90246,Lungs,-2.0545286,3.25e-08
LONRF2,Lungs,-0.8777391,7.85e-07
LRCH2,Lungs,-1.2622659,2.33e-08
LRGUK,Lungs,-0.86183018,8.52e-11
LRIG3///LRIG3,Lungs,-1.6038986,2.02e-13
LRMP,Lungs,-1.2794705,3.64e-12
LRP4,Lungs,-2.0199566,1.6200000000000003e-27
LRP4-AS1,Lungs,-1.3039118,0.00112
LRP5L,Lungs,0.6952509,4.39e-11
LRRC34,Lungs,-0.61706696,1.04e-11
LRRC36,Lungs,1.2774695,2.61e-09
LRRC37A,Lungs,0.6480142,0.00965
LRRC37A2///LRRC37A3///LRRC37A,Lungs,1.022835,2.53e-09
LRRC55,Lungs,-1.25156,0.000117
LRRC6,Lungs,-1.04904439,3.61e-12
LRRC75A-AS1,Lungs,1.6696491,2.19e-08
LRRC75B,Lungs,0.9262723,3.75e-14
LSAMP,Lungs,-0.5959645,0.00922
LTV1,Lungs,-1.7271159,5.26e-17
LUZP6///MTPN,Lungs,0.9704018,2.9e-16
LY75-CD302///LY75,Lungs,-2.1422014,6.39e-16
LYG1,Lungs,0.9923821,0.00379
LYRM2///ZC3H11A,Lungs,-1.3339005,1.55e-10
LYRM4-AS1,Lungs,1.2286737,0.000172
LZTS1-AS1,Lungs,0.6136014,1.43e-07
LZTS3,Lungs,-0.5871456,0.0242
MAD2L1BP,Lungs,1.8500645,1.83e-17
MADD-AS1,Lungs,0.8186952,0.0202
MAGI3,Lungs,-0.8145183,7.16e-06
MALINC1,Lungs,-0.6248681,0.0471
MALLP2,Lungs,2.5985306,3.02e-05
MALRD1,Lungs,1.1469259,0.00228
MALSU1,Lungs,1.4268127,2.04e-19
MAMDC2-AS1,Lungs,0.9564746,0.00991
MAML1///LTC4S,Lungs,0.7325618,2.15e-11
MAN2A2,Lungs,0.59342633,8.04e-26
MANBA,Lungs,-1.0531495,2.43e-13
MANEA-DT,Lungs,1.1388615,0.00331
MAP1LC3B2///MAP1LC3B,Lungs,1.3065164,3.84e-18
MAP2K6,Lungs,-1.1725764,1.39e-12
MAP2K7,Lungs,0.8217077,2.3e-11
MAP3K14,Lungs,0.6109682,2.82e-09
MAP3K15,Lungs,0.8928536,6.26e-11
MAP3K21,Lungs,-0.9686066,0.000275
MAP3K4,Lungs,-1.04737,5.14e-11
MAP3K7,Lungs,-0.8478905,1.87e-12
MAP7D1,Lungs,-1.1536076,3.79e-12
MAP7D2,Lungs,1.6089125,0.00681
MAPKAPK3,Lungs,0.8329082,3.8e-10
MAPRE3,Lungs,0.8209973,2e-06
MARCH10,Lungs,-0.77903803,1.6e-11
MARK1,Lungs,-0.60448246,2.79e-15
MARK3,Lungs,-0.8591714,1.55e-14
MARK4,Lungs,0.9113809,7.28e-14
MATCAP2,Lungs,0.6752301,0.0496
MBNL1-AS1,Lungs,0.6531097,0.00107
MBTD1,Lungs,-0.8307577,1.59e-13
MCCC1,Lungs,0.78634766,5.48e-26
MCEE,Lungs,-0.6488259,3.3e-08
MCM3AP-AS1,Lungs,0.6975067,9.9e-06
ME3-DT,Lungs,0.9545338,0.000699
MEA1,Lungs,1.9180436,1.05e-19
MED13,Lungs,-0.7486782,3.45e-09
MED25,Lungs,0.7674641,1.13e-12
MEF2B///BORCS8///BORCS8-MEF2B,Lungs,0.6987482,1.69e-11
MELTF-AS1,Lungs,0.7344365,0.0382
MEMO1,Lungs,0.6825513,3.02e-05
MEPCE,Lungs,-0.794249,1.31e-07
MESDC1,Lungs,0.6786191,8.61e-12
METAP1D,Lungs,0.6490912,0.0163
METTL23,Lungs,0.8009332,6.21e-11
METTL2A,Lungs,-0.6211641,3.61e-08
METTL7B,Lungs,1.1634867,0.00622
MFAP3,Lungs,-0.9138027,1.3e-08
MFN1,Lungs,-1.8857095,2.81e-18
MFSD13A,Lungs,0.58876364,8.7e-22
MFSD2A///MFSD2A,Lungs,1.4049761,1.05e-25
MFSD5,Lungs,1.4653509,1.52e-12
MGC16025,Lungs,-1.2741375,0.000474
MGC24103,Lungs,-1.5698609,2.67e-14
MGC57346,Lungs,1.6556705,4.63e-12
MGC72080,Lungs,0.7124532,9.24e-12
MGC72080///OR7E5P///DAPL1///OR7E14P,Lungs,0.7380014,5.27e-11
MGME1///MGME1,Lungs,-1.2388241,4.1e-13
MGST3///MGST3,Lungs,1.7974059,2.66e-13
MICALCL,Lungs,1.6278267,0.016818
MIDEAS-AS1,Lungs,-1.5677106,6.63e-05
MIF///MIF-AS1///MIF,Lungs,1.1325945,5.79e-08
MIGA1,Lungs,-0.6620605,5.21e-09
MINDY4,Lungs,-0.7264021,0.0252
MIOS,Lungs,-1.2805745,1.39e-14
MIOS-DT,Lungs,0.8613463,0.028
MIPEP,Lungs,-1.1893368,2.84e-11
MIR100HG,Lungs,-1.123105,2.14e-06
MIR10393,Lungs,-0.7177705,0.00497
MIR10396B,Lungs,1.0712013,0.00524
MIR103A2,Lungs,-1.0754873,1.4e-08
MIR1244-4,Lungs,0.6620674,0.0489
MIR1282,Lungs,-0.8729034,0.0087
MIR146A,Lungs,-0.74319179,0.0117
MIR15A,Lungs,-0.72555162,6.49e-07
MIR15A///DLEU2,Lungs,-0.60594519,0.0333
MIR15A///DLEU2L///DLEU2,Lungs,-0.85665274,0.00727
MIR17HG///MIR92A1///MIR20A///MIR19B1///MIR19A///MIR18A///MIR17,Lungs,0.81794821,0.00484
MIR186,Lungs,0.8035321,0.0117
MIR205HG///MIR205///MIR205HG,Lungs,-0.67679279,4e-11
MIR218-1,Lungs,0.8723573,0.000198
MIR224///GABRE,Lungs,-1.9172732,3.87e-13
MIR23A,Lungs,-1.8263793,0.0019
MIR23B///C9ORF3,Lungs,-0.7034609,1.29e-05
MIR24-1///C9ORF3,Lungs,-0.8781627,2.92e-08
MIR24-2,Lungs,-1.8245953,0.00212
MIR27A,Lungs,-1.9031287,0.00115
MIR28,Lungs,-0.5857677,0.000164
MIR3064,Lungs,0.9505131,5.01e-05
MIR3142HG,Lungs,1.3476505,0.000853
MIR3175,Lungs,-1.0990917,0.013
MIR3605,Lungs,-0.7256798,0.0368
MIR3619,Lungs,1.0957973,0.0254
MIR3648-1,Lungs,-1.4667127,0.00119
MIR3648-2,Lungs,-1.6268137,0.0003
MIR3677HG,Lungs,-1.6751301,8.48e-05
MIR3934///UQCC2,Lungs,-0.62911653,0.0361
MIR4257,Lungs,-1.1935413,0.0267
MIR4312,Lungs,1.0961675,0.0445
MIR4435-2HG///LINC00152,Lungs,1.248965,2.47e-10
MIR4453HG,Lungs,0.8015281,0.000388
MIR4458///MIR4458HG,Lungs,0.86867343,0.00463
MIR4530,Lungs,-1.8398608,0.00283
MIR4657///PURB,Lungs,0.71180429,0.00217
MIR4680,Lungs,0.8400164,0.039
MIR4697///MIR4697HG,Lungs,-0.6181081,0.0353
MIR4712,Lungs,1.2244871,0.0233
MIR5190,Lungs,1.5885344,0.00272
MIR583HG,Lungs,0.9221337,0.0258
MIR590,Lungs,-1.0329143,0.00679
MIR612///NEAT1,Lungs,1.10058895,0.0391
MIR6124,Lungs,-1.142375,0.00822
MIR619,Lungs,-1.4473872,0.0327
MIR622///KRT18,Lungs,-0.9270009,1.88e-06
MIR650,Lungs,2.425881,9.04e-05
MIR663A,Lungs,-1.7609218,0.000106
MIR664B///SNORA36A///DKC1,Lungs,2.2481995,5.81e-10
MIR6717,Lungs,-0.7927165,0.0489
MIR6852,Lungs,-1.0327593,0.000389
MIR6859-1///MIR6859-2///LOC101930154///LOC100288778///WASH1///WASH7P///WASH2P///WASH3P,Lungs,-0.77058658,0.00995
MIR6883,Lungs,-1.7851796,0.00154
MIR8085///BCL3,Lungs,0.87790233,0.0455
MIRLET7A1,Lungs,-0.6812191,2.65e-06
MIS12,Lungs,-1.1892727,2.39e-11
MIS18A,Lungs,-0.7540705,1.86e-11
MKNK1-AS1,Lungs,0.6715168,0.00501
MKRN2OS,Lungs,0.6585728,0.0135
MLPH,Lungs,0.59676666,1.52e-11
MMP15,Lungs,0.6305386,1.39e-07
MMP23A,Lungs,-1.1953774,0.00194
MMP23A///MMP23B,Lungs,0.8834945,1.31e-11
MMP24OS,Lungs,-0.8579896,1.61e-07
MMRN2,Lungs,0.886555,3.29e-08
MOAP1,Lungs,-0.6980556,4.02e-05
MOCS2-DT,Lungs,1.0711973,0.0197
MON2,Lungs,-1.2157795,1.55e-14
MOP-1,Lungs,0.6658105,0.000428
MORC3,Lungs,-1.2824191,1.48e-15
MORN5,Lungs,-1.15804548,4.55e-11
MPI,Lungs,1.0201964,2.43e-15
MPP5,Lungs,-1.2597309,2.18e-11
MPV17,Lungs,1.6219877,5.55e-18
MRFAP1,Lungs,-1.4404845,2.66e-17
MRGBP,Lungs,1.0370805,4.53e-15
MROH7-TTC4,Lungs,0.5886659,0.00388
MRPL1,Lungs,-1.7273159,3.6e-20
MRPL17,Lungs,1.5560536,2.81e-18
MRPL36,Lungs,1.4965905,3.3e-15
MRPL37,Lungs,1.2480441,2.44e-20
MRPL4,Lungs,0.7428868,1.1e-11
MRPL51///SPTLC1,Lungs,1.4389191,2.24e-12
MRPL9,Lungs,0.6154041,2.29e-12
MRPS18B///MRPS18B,Lungs,0.7823482,5.97e-10
MRPS26,Lungs,0.5962068,6.91e-12
MRPS28///TPD52,Lungs,-0.6368009,5.01e-06
MRVI1,Lungs,-0.82052649,7.62e-18
MSANTD3-TMEFF1///TMEFF1,Lungs,-0.6571564,9.79e-07
MSH5-SAPCD1,Lungs,0.6291803,0.0111
MSLN,Lungs,1.46723,1.95e-06
MSRB3,Lungs,-0.6096291,1.87e-05
MST1P2,Lungs,0.7790225,0.0182
MT1DP,Lungs,0.60084179,2.73e-11
MT1HL1,Lungs,1.006485,7.46e-09
MT1JP,Lungs,1.15341514,3.16e-15
MTARC1,Lungs,-0.8506872,0.00196
MTERF1,Lungs,0.9583296,4.64e-06
MTERF1///MTERF1,Lungs,-1.0930209,1.94e-13
MTF2,Lungs,-1.5165491,6.16e-17
MTIF3,Lungs,0.7789951,9.9e-06
MTMR3,Lungs,-0.7666164,5.91e-10
MTND2P28,Lungs,0.67405173,3e-11
MTSS1L,Lungs,1.2685105,9.04e-15
MTUS1,Lungs,-1.1870432,1.78e-10
MTX3,Lungs,-0.6907536,1.04e-08
MUC1,Lungs,0.7181027,9.97e-06
MVB12B,Lungs,1.0619355,1.82e-11
MYADM-AS1,Lungs,-1.660511,0.000245
MYB,Lungs,1.7674182,0.00045
MYB///MYB,Lungs,-1.10175693,8.76e-17
MYCBP2,Lungs,-1.8716423,5.48e-16
MYH15,Lungs,1.2980878,0.022
MYL12-AS1,Lungs,-1.0898864,0.000509
MYL4,Lungs,0.657675,6.58e-08
MYL6,Lungs,-0.8362203,0.000122
MYO18A///TIAF1,Lungs,-0.79583381,0.00439
MYO5A,Lungs,-1.3107914,1.66e-11
MYO5B,Lungs,-0.7927243,0.000266
MYOCD-AS1,Lungs,1.2041657,0.00471
MYOT,Lungs,1.2656492,0.00442
MYRF-AS1,Lungs,-3.5986406,8.93e-06
MYZAP///GCOM1,Lungs,0.82529947,9.64e-12
MZT2A,Lungs,1.7461223,1.97e-16
NAA25,Lungs,-0.9496495,7.83e-12
NAA60,Lungs,0.8545314,2.09e-14
NAALADL2,Lungs,-1.01581859,1.17e-28
NABP2,Lungs,0.8498673,4.2e-12
NALF1-IT1,Lungs,1.0980997,0.0321
NAP1L3,Lungs,-0.65563976,7.62e-17
NARR///RAB34,Lungs,0.6510073,1.6e-06
NATD1,Lungs,0.7535891,3.49e-11
NBAT1,Lungs,0.6955372,0.0363
NBEAL1,Lungs,-1.14931,2.7e-12
NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14,Lungs,-1.7436864,3.17e-21
NBPF3,Lungs,-0.8669073,1.02e-11
NBR2///NBR2,Lungs,0.8153009,2.18e-09
NCAPD3,Lungs,-0.625585,8.75e-08
NCKAP1L,Lungs,-0.6002786,0.000657
NCKAP5,Lungs,-2.286298,5.06e-08
NCKAP5-AS1,Lungs,-1.9496364,3.03e-05
ND6,Lungs,1.13759512,0.0391
NDNF-AS1,Lungs,3.1849195,7.14e-07
NDUFA6,Lungs,1.3069177,3.58e-13
NDUFA7,Lungs,0.97259,3.32e-11
NDUFAF7,Lungs,-1.0653568,3.78e-13
NDUFB11,Lungs,1.4585486,3.33e-13
NDUFB2,Lungs,-0.6255658,0.0028
NDUFB8,Lungs,0.9106123,2.11e-08
NDUFC2-KCTD14///NDUFC2,Lungs,1.3089695,1.68e-13
NDUFS5///SNORA70///RPL10///DNASE1L1,Lungs,1.2523941,1.66e-14
NDUFV2,Lungs,0.5906782,5.58e-09
NECAB1,Lungs,1.80468093,1.4e-37
NECAB3,Lungs,1.13705,3.55e-16
NEGR1,Lungs,-0.7514945,0.000781
NEXMIF,Lungs,0.8490037,0.0365
NFATC2///NFATC2,Lungs,-0.68757495,2.89e-15
NFATC4,Lungs,1.046219,1.61e-07
NFIA-AS1,Lungs,0.8758624,0.00222
NFKBIB,Lungs,0.7930777,1.66e-10
NFX1,Lungs,-1.0015586,3.04e-11
NHLRC2///NHLRC2,Lungs,-0.7024809,6.57e-08
NHS-AS1,Lungs,1.8673997,0.000601
NIPSNAP1,Lungs,0.5950632,4.76e-09
NIT2,Lungs,1.0614886,2e-16
NKD2///NKD2,Lungs,0.9971609,3.81e-15
NKRF,Lungs,0.6198531,0.0135
NKX2-4,Lungs,0.5855764,1.5e-07
NLGN4Y,Lungs,-0.59643296,5.91e-07
NME3,Lungs,0.7597268,1.07e-07
NMNAT3,Lungs,0.68556,1.48e-10
NMRK1,Lungs,-0.6119614,2.32e-05
NNT-AS1,Lungs,-1.00386206,0.000182
NOL3,Lungs,0.806155,3.21e-07
NOMO1,Lungs,-0.5882828,0.00866
NOMO2,Lungs,-0.6060825,0.00517
NOP53,Lungs,-0.9239114,0.00267
NPAS2,Lungs,-1.3602335,0.030352
NPC1,Lungs,0.66511026,4.5e-20
NPHP3-ACAD11///ACAD11,Lungs,-1.5615977,1.78e-16
NPHP3-ACAD11///NPHP3,Lungs,-0.7601627,2.07e-10
NPIPA5///NPIPB6///NPIPB8///NPIPB3,Lungs,-0.80508626,0.00784
NPIPB11,Lungs,0.589029,0.0146
NPIPB15,Lungs,0.6777411,0.0139
NPIPB9///NPIPB5///NPIPB6///NPIPB3,Lungs,0.8802318,1.3e-09
NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3,Lungs,0.8325905,6.46e-12
NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3///NPIPB5///NPIPB4///NPIPB3,Lungs,0.7700923,2.46e-10
NRAD1,Lungs,2.5729042,0.00912
NRAV,Lungs,1.0615339,0.0204
NRDC,Lungs,-1.3096405,1.48e-14
NRG4,Lungs,-0.66665867,8.86e-10
NRM,Lungs,1.2108395,1.82e-09
NSMCE1,Lungs,0.7044345,2.05e-08
NT5C2///NT5C2,Lungs,-0.8256477,4.3e-10
NTAN1,Lungs,0.586045,2.26e-06
NUCB1-AS1,Lungs,-1.0562245,0.000899
NUDT12,Lungs,-1.7647132,5.76e-14
NUDT16,Lungs,0.62348804,2.76e-25
NUDT16P1,Lungs,0.6656964,6.21e-09
NUDT22///NUDT22,Lungs,0.6121414,1.76e-08
NUDT9,Lungs,-1.2914664,3.02e-16
NUP155,Lungs,-0.8473409,8.88e-12
NUPR2,Lungs,0.6239764,1.18e-10
NUTF2///MT1L,Lungs,0.6827261,1.75e-14
NXF2B,Lungs,1.7248894,0.0354
NXPE2,Lungs,0.9039529,0.00495
NYNRIN,Lungs,0.6892173,1.27e-07
OBFC1,Lungs,-0.5928509,5.32e-07
OBSCN-AS1,Lungs,-1.4846428,3.46e-09
OCEL1,Lungs,0.7181523,6.75e-11
OCLNP1,Lungs,-1.0705728,0.0205
ODC1,Lungs,-0.9632383,0.000329
OIP5-AS1,Lungs,-0.61377539,0.000558
OLMALINC///PP7080,Lungs,-0.60006436,0.0145
OR11H2,Lungs,-6.0717566,1.27e-06
OR2A1-AS1,Lungs,-0.6629783,0.0278
OR2D2,Lungs,-0.7371832,9.08e-06
OR5E1P,Lungs,-1.5118871,0.000782
OR5G5P,Lungs,-0.6554264,0.00317
OR5P1P,Lungs,1.0507186,3.79e-08
OR7E37P///MGC72080///DAPL1///OR7E12P,Lungs,1.4059545,1.9e-19
OR7E37P///MGC72080///DAPL1///OR7E47P,Lungs,1.4263786,3.56e-19
OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P,Lungs,1.4799691,2.03e-19
OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E47P///OR7E12P///OR7E14P,Lungs,1.3475145,8.63e-19
OR7E37P///OR7E35P///MGC72080///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P,Lungs,1.5298741,3.52e-19
OR7E37P///OR7E35P///MGC72080///DAPL1///OR7E47P///OR7E12P///OR7E14P,Lungs,1.4901264,1.72e-19
OR7E37P///OR7E35P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P,Lungs,1.5206023,3.22e-19
ORC2,Lungs,-0.9853414,5.69e-14
ORC3,Lungs,-0.8566268,2.75e-09
OTOGL,Lungs,-0.5867991,0.000162
OTUB1,Lungs,1.3966718,5.81e-18
OTUD6B,Lungs,-0.7325591,2.19e-09
OTULINL,Lungs,-1.8339196,2.47e-17
OVOS///OVOS2,Lungs,-1.04500013,2.56e-18
OVOS2,Lungs,1.9874236,0.000648
OXER1,Lungs,0.7044264,3.7e-09
OXR1-AS1,Lungs,1.1613973,0.0176
OXT,Lungs,0.5871864,1.17e-08
P2RY1,Lungs,1.38505638,6.92e-37
P3R3URF-PIK3R3,Lungs,-0.7015124,0.00238
P4HA1///P4HA1,Lungs,-1.5317527,4.96e-14
PABPC4,Lungs,-0.7723345,8.22e-15
PABPN1,Lungs,-0.72408822,0.002
PACRG-AS3,Lungs,1.6005223,0.0253
PAIP2B///VPS36,Lungs,-0.9364505,2.72e-07
PAPLN-AS1,Lungs,0.6636803,0.0476
PARD3,Lungs,-0.7961441,5.44e-11
PARD6G-AS1,Lungs,1.0656189,0.00335
PARG,Lungs,-1.7362423,3.29e-16
PARGP1,Lungs,-1.0916932,6.43e-10
PARGP1-AGAP4,Lungs,0.6445348,0.00356
PARK2,Lungs,0.645135,2.48e-10
PARL,Lungs,-0.8579373,1.39e-13
PARP11,Lungs,-1.2685864,1.7e-16
PARP16,Lungs,0.7627514,4.08e-09
PARP2,Lungs,-0.8696559,1.69e-13
PARPBP,Lungs,-0.8719473,1.01e-12
PART1,Lungs,1.4340917,5.83e-05
PBX1-AS1,Lungs,0.766041,0.004
PBX2///PBX2P1,Lungs,1.2372777,3.22e-17
PCAT6///MGAT4EP,Lungs,-1.5346605,0.032719
PCBD2,Lungs,-0.6188527,8.89e-11
PCBP2-OT1,Lungs,-0.6550383,0.000121
PCBP4,Lungs,1.0384532,4.91e-12
PCCA-DT,Lungs,1.4435983,0.00767
PCCB,Lungs,-0.6707959,7.28e-10
PCDH12,Lungs,-1.6154628,4.86e-14
PCDH18,Lungs,-0.82365909,2.53e-13
PCDHA12,Lungs,-0.9606677,0.00377
PCDHB9///PCDHB10,Lungs,-0.81329475,0.0265
PCDHGB4,Lungs,-0.8198383,0.00114
PCDHGB5,Lungs,-0.9773571,5.82e-07
PCGF3,Lungs,0.6449709,2.2e-12
PCGF6,Lungs,0.8836595,1.51e-14
PCIF1,Lungs,1.1077168,4.12e-15
PCNX1,Lungs,-1.1880591,1.62e-11
PDCD1,Lungs,-1.1344575,3.1e-05
PDE4DIPP6,Lungs,1.3565456,1.08e-07
PDE6D///PDE6D,Lungs,1.0781823,1.03e-13
PDE9A-AS1,Lungs,1.5229251,0.00383
PDIA3P1///PDIA3,Lungs,-1.9769364,2.5499999999999998e-23
PDLIM2,Lungs,1.2737914,2.42e-15
PDPR2P,Lungs,0.6447626,0.00668
PDZK1,Lungs,0.6820945,0.0128
PDZK1P1,Lungs,0.5983624,0.0493
PEBP1,Lungs,1.9924241,5.67e-20
PEDS1,Lungs,-0.5898467,0.00443
PEF1,Lungs,1.8552227,7.84e-19
PEMT,Lungs,2.0339645,8.55e-16
PET117///KAT14,Lungs,-0.8798905,6.75e-12
PFN2,Lungs,-1.05771946,8.88e-19
PGAM4///PGAM1,Lungs,1.1391141,4.63e-15
PGAM5,Lungs,0.9482041,1.68e-13
PGAP2,Lungs,1.6289132,6.33e-14
PGBD4,Lungs,0.8055816,0.00459
PGC,Lungs,1.30742729,1.61e-08
PGM5,Lungs,-0.81643284,8.84e-16
PGM5P2///PGM5,Lungs,-1.09040221,4.83e-22
PHACTR4,Lungs,0.8631277,6.66e-10
PHB,Lungs,0.8135455,1.41e-09
PHBP19,Lungs,-0.74852172,0.0108
PHETA1,Lungs,-1.3184055,4.05e-06
PHKA1,Lungs,-0.8173636,7.35e-09
PHOSPHO2-KLHL23///PHOSPHO2///KLHL23,Lungs,-0.9381573,1.45e-10
PHYHD1,Lungs,1.3060245,1.33e-13
PHYHIP,Lungs,-0.8137925,0.00131
PI4KAP1///PI4KAP2///HIC2///PI4KA,Lungs,0.7107405,1.02e-10
PICART1,Lungs,-1.1462583,0.00131
PIGU///PIGU,Lungs,0.6666368,4.41e-09
PIK3CD-AS2,Lungs,0.7404742,0.0464
PIM2,Lungs,-0.79096923,3.45e-11
PIN1,Lungs,1.0601045,1.96e-14
PIN1P1,Lungs,0.6178968,1.75e-11
PIN4P1,Lungs,1.0836472,0.0207
PINK1-AS,Lungs,0.6133555,4.11e-09
PIR-FIGF,Lungs,-2.5515317,3.43e-31
PIR-FIGF///FIGF,Lungs,1.2699059,3.25e-10
PITHD1,Lungs,0.67633,7.61e-07
PITPNM2-AS1,Lungs,-0.8764232,0.011
PJA2,Lungs,-1.7396564,1.11e-17
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1,Lungs,0.7004259,1.83e-10
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///PKD1P2///NPIPA1///PKD1,Lungs,0.8021082,6.54e-13
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1///NPIPB5///NPIPB4///NPIPB3,Lungs,0.6633132,3.67e-11
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///PKD1P2///NPIPB3///NPIPA1///PKD1///NPIPB5///NPIPB4///NPIPB3,Lungs,0.7891282,8.09e-14
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPB6///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1///NPIPB5///NPIPB4///NPIPB3,Lungs,0.9437891,2.81e-15
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPB6///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///PKD1P2///NPIPB3///NPIPA1///PKD1///NPIPB5///NPIPB4///NPIPB3,Lungs,0.8225505,1.19e-14
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPB9///NPIPA5///NPIPB5///NPIPB6///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1///NPIPB5///NPIPB4///NPIPB3,Lungs,0.8939273,1.22e-14
PKNOX2,Lungs,1.2676759,1.31e-13
PLA2G15,Lungs,1.5582482,2.52e-16
PLEKHD1,Lungs,0.6103995,9.81e-09
PLEKHG1///PLEKHG1,Lungs,-0.5998118,1.66e-05
PLEKHG6,Lungs,-0.9474226,0.00051
PLEKHM1P1///PLEKHM1,Lungs,0.6386236,5e-12
PLGLA///LPAL2///PLGLB1///PLGLB2///PLG,Lungs,-0.8841382,6.14e-07
PLGLA///PLGLB1///PLGLB2///PLG,Lungs,-0.7350545,1.06e-07
PLOD1,Lungs,0.6261295,1.9e-07
PLXNA2,Lungs,0.63712,1.1e-06
PMF1-BGLAP,Lungs,-0.7814172,0.000995
PMF1-BGLAP///BGLAP,Lungs,0.5898855,1.5e-10
PMPCB,Lungs,-0.9297091,1.3e-11
PMS1,Lungs,0.6882326,0.000225
PMS2P2,Lungs,-0.71491571,0.0209
PNOC,Lungs,2.3881694,1.82e-05
POC1B-GALNT4///GALNT4,Lungs,-0.8309795,1.4e-11
POGLUT1,Lungs,-1.2514418,1.03e-13
POLQ,Lungs,-0.7468482,5.34e-10
POLR1HASP,Lungs,0.8109006,5.77e-05
POLR2B,Lungs,-2.4355673,9.430000000000001e-21
POLR2F,Lungs,0.8547073,1.63e-09
POLR2G,Lungs,0.6049214,5.96e-06
POLR2J3///POLR2J2///POLR2J4///POLR2J,Lungs,1.8181505,8.910000000000001e-21
POLR3F,Lungs,-0.7178541,1.77e-10
POLR3GL,Lungs,-0.8636277,1.65e-12
POLR3K,Lungs,0.6554286,4.27e-09
POLRMT,Lungs,-0.67471779,0.00577
POM121C///POM121,Lungs,1.6670777,1.84e-17
POM121C///POM121///PMS2P3,Lungs,0.9748705,6.94e-17
POM121C///POMZP3///POM121,Lungs,1.1673632,1.04e-16
POM121C///POMZP3///POM121///ZP3,Lungs,0.8588845,5.6e-14
PPID,Lungs,-1.4425827,5.63e-14
PPIP5K1P1-CATSPER2,Lungs,0.8984298,4.98e-05
PPM1E,Lungs,1.3866994,0.00157
PPM1K///PPM1K,Lungs,-0.65665,8.9e-08
PPP1R10,Lungs,0.6140223,5.74e-08
PPP1R16A,Lungs,0.6698432,1.96e-10
PPP3CB,Lungs,-1.0141645,2.43e-18
PPP6C,Lungs,0.7704941,3.2e-16
PPT2-EGFL8///AGPAT1,Lungs,0.5937291,3.66e-06
PQLC2,Lungs,0.6372859,1.45e-09
PQLC3,Lungs,0.8734482,2.05e-14
PRDM15,Lungs,0.6203999,8.23e-05
PRDM8-AS1,Lungs,1.7936604,1.24e-07
PRDX6,Lungs,0.7479475,1.09e-12
PRELID1,Lungs,0.7120014,1.43e-09
PREP,Lungs,-0.7658318,1.32e-11
PRICKLE2,Lungs,-0.7167288,4.71e-08
PRICKLE2-AS1,Lungs,-0.698019,0.000324
PRIMPOL,Lungs,-0.8115586,8.14e-10
