gene,tissue,logFC,adj_p_value
IGLON5,Kidney,1.9306769,1.18e-06
IGSF11-AS1,Kidney,-1.4937102,0.00364
IKBKB,Kidney,1.017918,0.00122328
IL12B,Kidney,-1.4075891,0.00332
IL19,Kidney,-0.8965648,0.0382
IL2,Kidney,-1.6473628,0.00175
IL20,Kidney,-1.494318,0.00389
IL27,Kidney,-2.0767216,0.00102
IL31,Kidney,-1.3399938,0.00809
IL31RA,Kidney,1.7762506,3.02e-05
IL5,Kidney,-1.2239345,0.0185
IL7,Kidney,-1.73564,1.38e-07
ILDR1,Kidney,1.1272444,0.00378
ILF2,Kidney,-0.9565359,0.000447
IMPDH2,Kidney,1.19257397,0.000205
INAFM2,Kidney,1.1,0.0204
INCENP,Kidney,0.884,0.0011
INE2,Kidney,0.865,0.0393
ING1,Kidney,-0.6890618,0.00109
INGX,Kidney,-1.2069349,0.0163
INHA,Kidney,0.790467,0.0214
INPP1,Kidney,0.7011049,0.0024057
INPP5J,Kidney,1.4870448,0.000291
INS,Kidney,1.2017686,0.000323
INSL4,Kidney,-1.7452104,0.000841
INTS4,Kidney,-0.7164077,0.0223
INVS,Kidney,-0.6859924,0.0118
IP6K2,Kidney,1.5571269,0.00183
IPO5P1,Kidney,0.8811073,0.00768
IPO9,Kidney,0.832793,0.000536
IPPK,Kidney,-0.8328469,0.000549
IQCC,Kidney,-0.6410204,0.00566462
IQCF1,Kidney,-1.3772281,0.0106
IQCF4,Kidney,-1.5112025,0.00237
IQCF5,Kidney,-1.4579065,0.00145
IQCF5-AS1,Kidney,-1.3003102,0.0145
IQCF6,Kidney,-1.4120135,0.0122
IQSEC2,Kidney,-1.0204996,1.59e-06
IRAK1BP1,Kidney,-0.5948786,0.00738
IRGC,Kidney,0.9650098,0.000461
IRX4,Kidney,-1.0513179,0.028
ISCA2,Kidney,-0.7496631,0.00653
ISPD,Kidney,-0.8943422,0.0284
ITIH4,Kidney,2.2830145,6.76e-06
ITPRIPL2,Kidney,-1.1179437,0.00416
JADE3,Kidney,-1.0278554,1.3e-08
JAZF1,Kidney,-0.7484694,0.0165
JPH1,Kidney,-1.1722487,0.00803
JPH3,Kidney,-1.5928672,0.0024
JRK,Kidney,0.6530541,0.00274
KANSL1L,Kidney,-0.8484096,0.000196
KANSL1L-AS1,Kidney,-0.9791838,0.0484
KAT14,Kidney,-0.742212,0.00584
KAT8,Kidney,0.8775893,0.00413
KATNA1,Kidney,-1.1227323,5.35e-06
KATNBL1,Kidney,-0.8600452,0.000349
KBTBD11,Kidney,-0.711011,0.000506
KBTBD11-AS1,Kidney,-1.37,0.0103
KBTBD3,Kidney,-0.8778454,0.000134
KCNA5,Kidney,1.7827116,0.000769
KCNB1,Kidney,0.9688396,0.0154
KCNC1,Kidney,-1.5472964,0.000801
KCND3,Kidney,-1.5295499,0.000868
KCNJ2,Kidney,1.025662,1.13e-05
KCNJ2-AS1,Kidney,-1.1675261,0.0185
KCNK1,Kidney,-0.8831711,0.00218
KCNK17,Kidney,-1.6314673,0.00151
KCNK7,Kidney,-0.6060806,0.0172
KCNMB1,Kidney,0.8670364,7.27e-05
KCNV1,Kidney,-1.961896,0.000621
KCTD1,Kidney,-1.0649188,6.01e-05
KCTD11,Kidney,1.2032233,5.01e-05
KHSRP,Kidney,-1.0717383,7.19e-05
KIAA0319,Kidney,-1.532509,0.000639
KIAA0319L,Kidney,2.4655728,8.88e-07
KIAA0391,Kidney,-0.6782482,0.0084
KIAA0513,Kidney,-0.6801565,0.00855
KIAA0556,Kidney,0.8101344,0.00632
KIAA1161,Kidney,3.4067403,1.62e-08
KIAA1211,Kidney,-1.3274772,0.00286
KIAA1614,Kidney,0.9540014,0.00386
KIAA1644,Kidney,-1.5357996,0.00236
KIAA1652,Kidney,1.294337,0.0096
KIAA1671,Kidney,-0.7304119,0.002
KIAA1671-AS1,Kidney,0.6234315,0.0419
KIF12,Kidney,1.5392014,0.00122
KIF18B,Kidney,-1.7250677,0.000872
KIF1C,Kidney,-0.7313645,0.000274
KIF25-AS1,Kidney,-2.7644612,0.000557
KILH,Kidney,-1.7302122,0.0371
KIR2DS1,Kidney,-1.1061923,0.0128
KIR3DX1,Kidney,-1.634318,0.00098
KLF14,Kidney,-0.9167153,0.00444
KLF8,Kidney,-0.7202534,0.0231
KLHDC4,Kidney,1.4206926,5.43e-07
KLHDC7A,Kidney,0.6913603,0.0245
KLHL1,Kidney,-1.4768886,0.0113
KLHL21,Kidney,-1.0203477,0.00348898
KLHL22,Kidney,1.3272995,0.00463
KLHL42,Kidney,-0.9161823,0.00116
KLK1,Kidney,-2.0573981,5.88e-05
KLK9,Kidney,-0.7278329,8.47e-05
KLKB1,Kidney,1.704452,2.65e-05
KLRF2,Kidney,-1.5415883,0.000667
KMT2B,Kidney,0.8993807,0.00111
KNG1,Kidney,-2.2887227,0.01259501
KRT1,Kidney,-1.4628988,0.00289
KRT10,Kidney,-0.7790878,0.00129
KRT14,Kidney,-0.6434936,0.000926
KRT19P2,Kidney,1.2768551,0.0103
KRT2,Kidney,-1.1244651,0.01
KRT25,Kidney,2.3127941,3.13e-06
KRT31,Kidney,-0.6979048,0.00651
KRT34,Kidney,-1.1430394,0.0438
KRT36,Kidney,-1.3883147,0.00323
KRT37,Kidney,-1.5198245,0.00132
KRT38,Kidney,-1.4810509,0.00102
KRT6B,Kidney,-1.4972444,0.0014
KRT82,Kidney,-1.4594178,0.00176
KRT83,Kidney,-1.1901756,0.0121
KRT85,Kidney,-0.7532089,0.0002
KRT9,Kidney,-0.8406059,0.0124
KRTAP1-1,Kidney,-1.3141271,0.00368
KRTAP2-1,Kidney,-0.6532601,0.0307
KRTAP2-4,Kidney,-0.7999189,0.000778
KRTAP3-3,Kidney,-1.1683313,0.0132
KRTAP4-1,Kidney,-1.3669696,1.84e-05
KRTAP4-2,Kidney,-0.9407559,0.0466
KRTAP4-3,Kidney,-1.4998708,0.000843
KRTAP4-6,Kidney,-1.4334749,0.0014
KRTAP4-8,Kidney,-1.4136127,0.00866
KRTAP4-9,Kidney,-1.5645785,0.000624
KRTAP7-1,Kidney,-1.1589195,0.0354
KRTAP9-2,Kidney,-0.9989658,0.0308
KRTAP9-8,Kidney,-0.9764128,0.0406
KTI12,Kidney,-0.774286,0.000291
KTN1-AS1,Kidney,-0.6193863,0.045
KYAT1,Kidney,1.322141,0.000958
L3MBTL4,Kidney,-0.871,0.0122
LACE1,Kidney,-0.9256974,0.00256
LACRT,Kidney,-1.2804412,0.00789
LALBA,Kidney,-1.461052,0.00085
LAMTOR5-AS1,Kidney,-1.41,0.000801
LAPTM4B,Kidney,-1.04391,8.72e-06
LARGE-AS1,Kidney,-1.4555184,0.00227
LARRPM,Kidney,-1.05,0.0343
LBX1-AS1,Kidney,-1.5058895,0.00569
LCAT,Kidney,1.9566605,0.000178
LCE1A,Kidney,-1.0547947,6.5e-05
LCE1B,Kidney,-1.4163216,0.00176
LCE2C,Kidney,0.9791582,0.000589
LCMT1-AS2,Kidney,-1.1240744,0.0378
LCMT2,Kidney,-0.7107047,0.00581
LDC1P,Kidney,-0.6058451,0.0156
LDHAL6A,Kidney,-1.6834221,0.000808
LDHC,Kidney,-0.5922601,0.0346
LDLRAD3,Kidney,-1.4639692,0.000866
LDLRAD4,Kidney,-1.5368149,0.00114
LDOC1L,Kidney,-1.0826823,3.98e-05
LECT1,Kidney,0.9768117,0.00332
LEF1-AS1,Kidney,0.9033342,0.0435
LEISA1,Kidney,-0.6677146,0.00237
LELP1,Kidney,-1.3240709,0.00505
LENEP,Kidney,-1.1253089,0.00948
LENG1,Kidney,1.04,0.0176
LEPROT,Kidney,-0.9298805,8.79e-05
LETM2,Kidney,-0.7743444,0.00263
LEUTX,Kidney,-1.4897516,0.00123
LGALS13,Kidney,-1.5705771,0.00061
LGALS16,Kidney,-1.5885599,0.000794
LGALS9C,Kidney,-1.1813519,0.00514
LHFPL3,Kidney,-1.0675151,0.0184
LIG3,Kidney,1.2193963,0.000257
LIN28B-AS1,Kidney,-0.7307282,0.0341
LIN54,Kidney,-1.0376373,0.00799
LINC00032,Kidney,-1.4923205,0.00168
LINC00052,Kidney,-1.4622802,0.00461
LINC00115,Kidney,1.7110813,1.42e-05
LINC00116,Kidney,-1.3113361,0.00227
LINC00167,Kidney,-1.4302558,0.00238
LINC00174,Kidney,1.728443,0.000261
LINC00189,Kidney,-1.8421491,0.00017
LINC00208,Kidney,-1.4701856,0.00171
LINC00216,Kidney,-1.2605394,0.00458
LINC00221,Kidney,-1.6191321,0.00102
LINC00226,Kidney,-1.5205512,0.00126
LINC00260,Kidney,1.6237026,0.000426
LINC00261,Kidney,-1.5629603,0.000874
LINC00282,Kidney,-1.1185175,0.0171
LINC00301,Kidney,1.8144489,0.000498
LINC00303,Kidney,-1.4472852,0.000937
LINC00305,Kidney,-1.5274188,0.000886
LINC00308,Kidney,-1.5536031,0.00609
LINC00309,Kidney,-1.7020849,0.000797
LINC00313,Kidney,-1.3596752,0.00664
LINC00317,Kidney,-1.3409146,0.00707
LINC00319,Kidney,-1.3669488,0.00425
LINC00320,Kidney,-1.2137601,0.0363
LINC00324,Kidney,-0.8964341,7.27e-05
LINC00326,Kidney,-1.6538842,0.00118
LINC00347,Kidney,-1.3717455,0.0188
LINC00379,Kidney,-1.89,0.0223
LINC00403,Kidney,-1.5123886,0.00115
LINC00446,Kidney,-0.6624115,0.00532
LINC00466,Kidney,-1.154257,0.00614
LINC00467,Kidney,-0.8196108,0.000373
LINC00470,Kidney,-1.5307893,0.000792
LINC00474,Kidney,-1.5484982,0.000882
LINC00475,Kidney,-0.9115661,0.0375
LINC00476,Kidney,1.1363181,0.000304
LINC00508,Kidney,-1.0523885,0.0263
LINC00513,Kidney,-1.1197987,0.04
LINC00515,Kidney,-1.55,0.0418
LINC00520,Kidney,-1.5738855,0.000646
LINC00521,Kidney,-1.4619945,0.00284
LINC00525,Kidney,-1.4158466,0.00259
LINC00527,Kidney,-0.8519416,0.0001
LINC00545,Kidney,-1.765702,0.0388
LINC00571,Kidney,-0.8610212,0.0478
LINC00589,Kidney,-1.4879747,0.00428
LINC00598,Kidney,-1.5083284,0.000793
LINC00615,Kidney,-1.3262054,0.00244
LINC00619,Kidney,-1.5597251,0.000771
LINC00633,Kidney,-1.4774011,0.0016
LINC00635,Kidney,-1.4345178,0.00226
LINC00641,Kidney,-1.5481644,0.000647
LINC00643,Kidney,-1.423794,0.00131
LINC00645,Kidney,-0.8428133,0.0428
LINC00658,Kidney,-1.5343121,0.00084
LINC00662,Kidney,1.1889083,0.00662
LINC00667,Kidney,0.8113216,0.00348
LINC00671,Kidney,1.4129346,0.0309
LINC00684,Kidney,-1.2367599,0.00818
LINC00690,Kidney,-1.4714998,0.00743
LINC00693,Kidney,-1.4688813,0.000859
LINC00707,Kidney,-1.1182775,0.0101
LINC00842,Kidney,-1.631578,0.000946
LINC00853,Kidney,-2.6,0.00873
LINC00854,Kidney,1.0724404,0.0391
LINC00857,Kidney,-0.9230944,0.037
LINC00880,Kidney,-1.6475715,0.000887
LINC00886,Kidney,-0.8424173,0.00173
LINC00893,Kidney,1.2389704,5.27e-05
LINC00894,Kidney,1.6291342,0.00208
LINC00899,Kidney,-0.8698322,0.042
LINC00905,Kidney,-1.0814774,0.0335
LINC00907,Kidney,-1.1041608,0.0249
LINC00917,Kidney,-1.4838149,0.0061
LINC00933,Kidney,1.7557029,8.33e-05
LINC00935,Kidney,-1.3483908,0.00171
LINC00939,Kidney,-1.4716925,0.00241
LINC00943,Kidney,-1.3207863,0.00463
LINC00944,Kidney,-1.4399707,0.00364
LINC00950,Kidney,0.6520965,0.00418
LINC00955,Kidney,2.2367667,0.00211
LINC00958,Kidney,-0.6537536,0.00301
LINC00964,Kidney,-1.38,5.64e-05
LINC00965,Kidney,1.1605221,0.00379
LINC00977,Kidney,-1.4233588,0.00103
LINC00982,Kidney,2.6325757,0.000237
LINC00998,Kidney,-0.9573739,0.000289
LINC01001,Kidney,1.6807438,0.00257
LINC01005,Kidney,-1.5039943,0.00101
LINC01014,Kidney,-0.743,0.0174
LINC01015,Kidney,-1.370308,0.00403
LINC01016,Kidney,-1.3145468,0.016
LINC01021,Kidney,-1.2130058,0.015
LINC01028,Kidney,-1.4353845,1.35e-06
LINC01089,Kidney,-1.14,0.00497
LINC01095,Kidney,-1.5503854,0.000703
LINC01096,Kidney,-1.4711486,0.0024
LINC01099,Kidney,-0.6643586,0.015
LINC01101,Kidney,-1.2157505,0.00725
LINC01105,Kidney,-1.5527715,0.00083
LINC01109,Kidney,-1.5852005,0.00157
LINC01120,Kidney,-1.4210138,0.00318
LINC01121,Kidney,-1.5270444,0.001
LINC01125,Kidney,1.2858084,0.00259
LINC01128,Kidney,-1.7103534,0.0005
LINC01137,Kidney,0.6480612,0.0262
LINC01184,Kidney,-0.7581427,0.00216
LINC01187,Kidney,-1.6744457,0.00147
LINC01191,Kidney,-1.8155468,0.00109
LINC01192,Kidney,-1.5422303,0.000774
LINC01224,Kidney,-1.1059017,0.0126
LINC01227,Kidney,-0.7558911,0.0436
LINC01234,Kidney,-1.4988913,0.00175
LINC01237,Kidney,-0.789,0.0132
LINC01239,Kidney,-1.3445185,0.018
LINC01284,Kidney,-0.744,0.0414
LINC01304,Kidney,-1.5501379,0.0107
LINC01312,Kidney,-1.5866645,0.00117
LINC01338,Kidney,-0.6680863,0.0032
LINC01341,Kidney,0.9751305,0.0352
LINC01346,Kidney,-1.4375913,0.0026
LINC01347,Kidney,-1.05,0.0207
LINC01354,Kidney,-1.4837722,0.000794
LINC01359,Kidney,-1.19,0.0015
LINC01366,Kidney,-1.5719083,0.000826
LINC01370,Kidney,-1.5293326,0.00087
LINC01405,Kidney,-1.6763761,0.0299
LINC01420,Kidney,-1.0263777,4.5e-05
LINC01473,Kidney,-1.4582458,0.000226
LINC01497,Kidney,-1.3510818,0.0093
LINC01506,Kidney,1.1280272,0.0382
LINC01531,Kidney,-1.2733742,0.00814
LINC01549,Kidney,-1.6800058,0.00118
LINC01551,Kidney,-1.1628612,0.0172
LINC01555,Kidney,-1.789359,0.000457
LINC01558,Kidney,-0.6644791,0.00204119
LINC01578,Kidney,2.1485637,0.000272
LINC01580,Kidney,-1.4298277,0.00152
LINC01590,Kidney,0.7397694,0.0433
LINC01596,Kidney,1.8236701,0.00102
LINC01612,Kidney,-0.979,0.00937
LINC01689,Kidney,-0.6176215,0.00124
LINC01788,Kidney,-1.5205007,0.000399
LINC01874,Kidney,-2.37,0.00521
LINC02047,Kidney,0.746,0.0297
LINC02143,Kidney,-1.29,0.00953
LINC02229,Kidney,-0.7918473,0.00107
LINC02260,Kidney,-0.6448355,0.00611
LINC02274,Kidney,-1.61,0.0298
LINC02294,Kidney,-1.82,0.0153
LINC02381,Kidney,1.0,0.00277
LINC02499,Kidney,-1.93,0.0301
LINC02529,Kidney,-0.7255263,0.00186
LINC02603,Kidney,-0.9524719,0.00263
LINC02615,Kidney,-0.904,0.0251
LINC02745,Kidney,-1.8,0.00499
LINC02877,Kidney,-1.51,0.000899
LINC02885,Kidney,-0.718,0.0277
LINC03017,Kidney,-1.88,0.000224
LINC03021,Kidney,-0.63,0.0492
LINC03219,Kidney,0.842,0.0223
LINGO4,Kidney,-0.9228143,0.00196
LIPT2-AS1,Kidney,0.6497926,0.0278
LLPH-AS1///LLPH,Kidney,-0.7940023,0.000173
LMBR1,Kidney,-1.1319877,9.12e-07
LMLN,Kidney,-1.3970886,0.0013
LMO7DN,Kidney,5.0675619,1.84e-10
LMOD2,Kidney,-0.801,0.0136
LNCAROD,Kidney,-0.749,0.0468
LNCEGFL7OS,Kidney,0.945,0.0269
LNX1,Kidney,-0.880325,0.0204
LOC100126784,Kidney,-1.4391442,0.00137
LOC100127951,Kidney,-1.4049568,0.00198
LOC100127972,Kidney,-1.5867673,0.000305
LOC100128035,Kidney,-1.5176872,0.00159
LOC100128076,Kidney,-0.7101112,0.0192
LOC100128185,Kidney,-1.5887306,0.00313
LOC100128775,Kidney,-0.9638728,3.23e-05
LOC100128843,Kidney,-0.776307,0.00467
LOC100128988,Kidney,-1.6480383,0.00266
LOC100129198,Kidney,-1.3267427,0.00914
LOC100129312,Kidney,-1.2312018,0.0103
LOC100129449,Kidney,-1.7167059,0.00402
LOC100129476,Kidney,-1.1945912,0.0123
LOC100129503,Kidney,-0.8276906,0.02425659
LOC100129620,Kidney,-1.3675675,0.00487
LOC100129648,Kidney,1.4348149,0.0019
LOC100129775,Kidney,-1.5139309,0.0008
LOC100129884,Kidney,-1.5099379,0.000921
LOC100129894,Kidney,-1.6025026,0.0012
LOC100129917,Kidney,1.1355739,0.0161
LOC100129935,Kidney,-0.9956972,0.0406
LOC100129973,Kidney,-1.0900397,0.00727
LOC100130152,Kidney,-0.8846912,2.89e-05
LOC100130156,Kidney,-1.3382197,0.00425
LOC100130264,Kidney,-1.5309738,0.000911
LOC100130278,Kidney,-1.2212725,0.00882
LOC100130370,Kidney,-1.7717616,0.000566
LOC100130417,Kidney,1.4508699,0.00147
LOC100130433,Kidney,-0.9569074,0.00295
LOC100130476,Kidney,-1.4788045,0.00104
LOC100130654,Kidney,-1.7067744,0.00138
LOC100130705,Kidney,-1.0887315,0.0157
LOC100130741,Kidney,-1.5701493,0.000851
LOC100130872///SPON2,Kidney,1.6767241,0.00137014
LOC100130920,Kidney,1.0357161,0.0196
LOC100130924,Kidney,-1.3000147,0.00439
LOC100131053,Kidney,-0.7670548,0.00212
LOC100131150,Kidney,-1.4273199,0.00237
LOC100131289,Kidney,-1.4307628,0.00122
LOC100131508,Kidney,-1.4516222,0.000975
LOC100131581,Kidney,-1.206868,3.24e-05
LOC100131756,Kidney,-1.6686018,0.00173
LOC100131840,Kidney,-1.2909575,0.0179
LOC100131860,Kidney,-1.3109264,0.00223
LOC100131864,Kidney,-1.5430802,0.00116
LOC100131943,Kidney,-1.820389,0.00128
LOC100132014,Kidney,-1.387002,0.00451
LOC100132319,Kidney,-1.1145746,0.00845
LOC100132363,Kidney,1.9665386,5.82e-05
LOC100132661,Kidney,-1.5224639,0.000918
LOC100132790,Kidney,1.8153936,0.000173
LOC100132831,Kidney,1.102693,0.0151
LOC100133050,Kidney,1.6166346,2.42e-06
LOC100133091,Kidney,1.7528268,6.54e-06
LOC100133331,Kidney,2.0770841,1.77e-06
LOC100134040,Kidney,-1.9,5.61e-05
LOC100144595,Kidney,-1.491338,0.00126
LOC100233156,Kidney,1.846021,0.000779
LOC100240734,Kidney,-1.0754962,0.00139
LOC100240735,Kidney,1.3912284,0.00196
LOC100268168,Kidney,-1.3184151,0.00683
LOC100286906,Kidney,-1.7925053,0.00141
LOC100287221,Kidney,-1.5256622,0.00171
LOC100288675,Kidney,-1.4583578,0.000763
LOC100288893,Kidney,1.6121107,3.29e-08
LOC100289045,Kidney,-1.6539893,0.0046
LOC100289058,Kidney,1.5658737,0.00181
LOC100289473,Kidney,-0.6941743,0.00260971
LOC100289511,Kidney,-0.952,0.000618
LOC100291323,Kidney,-1.6369122,0.00108
LOC100291666,Kidney,-1.5141082,0.000822
LOC100294362,Kidney,1.2893354,0.0112
LOC100419920,Kidney,-0.7862075,0.00968
LOC100422737,Kidney,1.7299286,5.07e-06
LOC100505478,Kidney,-1.3067886,0.00461
LOC100505502,Kidney,-0.6329237,0.00355
LOC100505549,Kidney,-1.0488932,0.0142
LOC100505570,Kidney,-1.3347309,0.00248
LOC100505585///ARHGEF1,Kidney,-0.7410307,0.00563097
LOC100505622,Kidney,-1.501252,0.000821
LOC100505711,Kidney,-1.3207608,0.00539
LOC100505771,Kidney,0.669473,0.00854
LOC100505824,Kidney,-1.2196248,0.012
LOC100505915,Kidney,1.8874779,7.05e-05
LOC100506031,Kidney,-0.8430041,0.000773
LOC100506122,Kidney,-1.3428632,0.00282
LOC100506236,Kidney,-1.620112,0.000394
LOC100506282,Kidney,0.8472394,0.0473
LOC100506317,Kidney,-1.1114975,0.0145
LOC100506406,Kidney,-1.2656407,0.0119
LOC100506411,Kidney,-0.9153209,4.08e-05
LOC100506470,Kidney,-0.9909973,0.0268
LOC100506557,Kidney,2.0727169,0.00187
LOC100506634,Kidney,-1.2769432,0.00949
LOC100506700,Kidney,-1.4592855,0.00314
LOC100507131,Kidney,1.9348756,0.000826
LOC100507140,Kidney,-1.4911629,0.000901
LOC100507277,Kidney,-1.3928474,0.00241
LOC100507388,Kidney,-2.0264103,0.000948
LOC100507412///RNA5-8S5,Kidney,-2.7357009,1.08e-10
LOC100507431,Kidney,-1.2982538,0.00437
LOC100507468,Kidney,0.974822,0.0222
LOC100507513,Kidney,-0.876,0.0209
LOC100507521,Kidney,-1.371719,0.0024
LOC100507537,Kidney,3.9677219,4.15e-06
LOC100652999,Kidney,-1.2363863,0.0268
LOC100996291,Kidney,-1.2506665,7.42e-06
LOC100996342,Kidney,-1.2065868,0.00549
LOC100996385,Kidney,-1.6597642,0.000973
LOC100996455,Kidney,-1.1250489,0.0243
LOC100996579,Kidney,-4.5128152,1.07e-06
LOC100996696///PABPC4,Kidney,0.8314983,0.00309491
LOC100996716,Kidney,0.9404511,0.0104
LOC101060524///DRD5P2,Kidney,1.1999714,0.00974
LOC101243545,Kidney,-0.6234991,0.00207
LOC101805491,Kidney,-1.3733496,0.00228
LOC101926892,Kidney,-1.8541781,0.00114
LOC101926940,Kidney,-1.2795853,0.00104
LOC101927057,Kidney,-1.26,0.0251
LOC101927082,Kidney,-0.780862,0.0228
LOC101927093,Kidney,-1.18,0.00943
LOC101927157,Kidney,-1.3576567,0.00486
LOC101927181,Kidney,0.8928506,9.57e-05
LOC101927211,Kidney,-1.3491176,0.00247
LOC101927305,Kidney,-1.5745152,0.00146
LOC101927446,Kidney,-1.4282608,0.0023
LOC101927502,Kidney,0.7724585,0.0203
LOC101927534,Kidney,-1.3799927,0.0016
LOC101927588,Kidney,-2.0462906,0.0189
LOC101927598,Kidney,0.9733101,0.0494
LOC101927610,Kidney,-1.13,0.00497
LOC101927673///OTUB1,Kidney,-0.8506342,0.00704239
LOC101927746,Kidney,-0.7143715,0.00622
LOC101927759,Kidney,-1.2,0.00683
LOC101927815,Kidney,-1.6277481,0.00144
LOC101927829,Kidney,-0.8118558,0.00674
LOC101927948,Kidney,3.0249679,5.6e-10
LOC101927960,Kidney,-2.26,0.0252
LOC101928053,Kidney,-1.06,0.025
LOC101928068,Kidney,-0.9986457,0.00199
LOC101928105,Kidney,-0.6098768,0.032
LOC101928131,Kidney,-0.6055915,0.0344
LOC101928160,Kidney,-1.3605547,0.00303
LOC101928185,Kidney,-1.5939247,0.000786
LOC101928205,Kidney,-1.5410426,0.00224
LOC101928291,Kidney,2.0183508,4.82e-07
LOC101928418,Kidney,-1.507472,0.00344
LOC101928433,Kidney,0.6564693,0.048
LOC101928505,Kidney,-1.2462797,0.0132
LOC101928524,Kidney,2.5491558,4.73e-06
LOC101928553,Kidney,-0.637,0.036
LOC101928615///FNDC3B,Kidney,1.0263879,0.01938368
LOC101928634///SENP3-EIF4A1///SNORD10///SNORA48///SNORA67///EIF4A1,Kidney,0.9350892,0.01634951
LOC101928651,Kidney,-1.4392119,0.00136
LOC101928659,Kidney,0.6626015,0.021
LOC101928673,Kidney,1.688063,1.89e-05
LOC101928751,Kidney,-1.5939255,0.000801
LOC101928837,Kidney,1.4661171,0.00131
LOC101928859,Kidney,-1.5760792,0.0135
LOC101928933,Kidney,-0.739,0.0496
LOC101928955,Kidney,-1.6666996,0.000495
LOC101928965,Kidney,0.7907095,0.0186
LOC101929087///SUMO2///SUMO3,Kidney,0.8777302,0.02670402
LOC101929122,Kidney,-1.4115092,0.00129
LOC101929140,Kidney,-0.8703154,0.0338
LOC101929229,Kidney,1.5804702,0.000108
LOC101929372,Kidney,-0.789,0.0177
LOC101929431,Kidney,-0.637,0.0319
LOC101929450,Kidney,-1.4383579,0.00104
LOC101929497,Kidney,-1.4415702,0.00194
LOC101929540,Kidney,-1.51,0.00312
LOC101929577,Kidney,-0.834,0.0176
LOC101929584,Kidney,-1.4962673,0.00115
LOC101929622,Kidney,-1.507515,0.000938
LOC101929633,Kidney,-2.19,0.00387
LOC101929680,Kidney,1.7133009,0.000254
LOC101929696,Kidney,-1.270008,0.0046
LOC101930085,Kidney,-1.1686712,1.74e-05
LOC101930105,Kidney,-1.2796134,0.00813
LOC101930324///NSF,Kidney,0.6316362,0.04196157
LOC101930421,Kidney,-1.5442447,0.000849
LOC102546299,Kidney,-1.3729815,0.00028
LOC102606466,Kidney,-1.4469471,0.0134
LOC102723331,Kidney,-1.61,0.00267
LOC102723403,Kidney,-0.89,0.017
LOC102723544,Kidney,-1.47,0.0328
LOC102723968,Kidney,-0.949682,1.78e-05
LOC102724002,Kidney,-0.6454445,0.00952
LOC102724072,Kidney,-0.7169171,0.0189
LOC102724193,Kidney,1.38,0.00165
LOC102724250,Kidney,-1.3338166,0.00165
LOC102724553,Kidney,-1.43,0.028
LOC102724680,Kidney,-0.7482377,0.0448
LOC102724720,Kidney,-1.4167814,4.36e-05
LOC102724775,Kidney,-1.03,0.0113
LOC102724788///PRODH,Kidney,-0.8253441,0.00258889
LOC102724890,Kidney,-1.5383336,0.000889
LOC105371226,Kidney,-1.6308312,0.00089
LOC105371920,Kidney,1.6640966,4.94e-06
LOC105371967,Kidney,-1.2101974,0.00796
LOC105372645,Kidney,-1.6790362,0.00177
LOC105373942,Kidney,-1.3404517,0.00432
LOC105375030,Kidney,-1.2046274,0.00577
LOC105375092,Kidney,-1.2652188,0.00383
LOC105376351,Kidney,-1.4832412,0.0107
LOC105376714,Kidney,-1.581506,0.000809
LOC105376714///SLC30A4,Kidney,-1.4885888,0.000934
LOC105376790,Kidney,2.3509795,8.61e-09
LOC105376944,Kidney,0.8783769,0.0493
LOC105377450,Kidney,1.5546884,0.00451
LOC105378577,Kidney,-1.4707252,0.00207
LOC105378732,Kidney,-1.1853889,0.0226
LOC105378997,Kidney,-1.2236215,0.0032
LOC107161159,Kidney,-0.8859045,0.00955
LOC142937,Kidney,1.2153483,0.0296
LOC143286,Kidney,0.9129422,0.0181
LOC146880,Kidney,2.1224074,8.27e-11
LOC148413,Kidney,1.3646962,0.00412
LOC148696,Kidney,-0.927,0.0147
LOC151174,Kidney,0.8188587,0.00134
LOC155060,Kidney,2.5792345,1.05e-05
LOC157562,Kidney,0.696939,0.0249
LOC157860,Kidney,-1.1668832,0.0119
LOC200726,Kidney,1.5791345,0.00133
LOC202025,Kidney,2.1100931,0.00256
LOC220729,Kidney,1.2309028,0.00379
LOC221272,Kidney,1.4070298,0.000319
LOC255177,Kidney,-1.5995117,0.000528
LOC283352,Kidney,-1.587328,0.000628
LOC283665,Kidney,-1.4146784,0.00113
LOC283701,Kidney,1.1915684,0.00548
LOC284072,Kidney,-1.0661996,0.0351
LOC284344,Kidney,-1.5275795,0.00193
LOC284561,Kidney,-0.9115914,0.0474
LOC284648,Kidney,-1.5487314,0.00071
LOC285074,Kidney,0.7760672,0.00246
LOC285389,Kidney,-1.4258197,0.00175
LOC285696,Kidney,-1.4819595,0.00122
LOC285957,Kidney,1.1326534,0.0291
LOC286071,Kidney,-1.3621401,0.000952
LOC286254,Kidney,1.4655106,3.03e-07
LOC286272,Kidney,1.0749706,0.000711
LOC286359,Kidney,-1.6407698,0.00081
LOC286382,Kidney,1.8120463,6.03e-05
LOC339803,Kidney,-1.5042923,0.00185
LOC341056,Kidney,0.9183953,0.0342
LOC344967,Kidney,1.3902287,0.0487
LOC349160,Kidney,-1.6648926,0.00113
LOC374890,Kidney,-1.1522392,0.00751
LOC389641,Kidney,-0.7590246,0.0297
LOC389705,Kidney,-0.8947224,0.000581
LOC390705,Kidney,-1.517013,0.000801
LOC399815,Kidney,-1.446583,0.000952
